Hit	ClusterNumber	LargoSecuencia	Porc+AF8-identity+AF8-Target	CompresedAlignment	LabelQuery	LabelTarget
H	2190	207	90.3	156MD50M	denovo13871	denovo11969
H	31804	227	95.6	61MD165M	denovo13872	denovo38621
H	4280	208	96.2	192MD15M17I	denovo13878	denovo1385
H	1248	209	96.1	207M2D	denovo13875	denovo1112
H	10004	207	93.7	207M	denovo13877	denovo19000
H	29970	205	95.7	85M2I120M	denovo13876	denovo36971
H	656	207	95.2	207M	denovo13879	denovo10588
H	7548	225	91.8	23MD184M17D	denovo13883	denovo16791
H	36703	207	90.3	207M19I	denovo1388	denovo7975
H	29086	207	96.6	207M	denovo13885	denovo36175
H	31188	207	91.3	207M	denovo13880	denovo38067
H	26094	207	96.6	207M	denovo13882	denovo33482
H	36216	207	90.8	207M	denovo13881	denovo7536
H	16931	207	96.1	207M	denovo13884	denovo25235
H	36725	207	95.7	207M	denovo13886	denovo7995
H	36946	207	82.6	207M	denovo13893	denovo8193
H	3689	207	94.2	207M	denovo13887	denovo13317
H	5498	207	94.7	207M	denovo13891	denovo14946
H	2034	207	96.6	207M	denovo13888	denovo11828
H	3630	208	91.3	76MD131M	denovo13889	denovo13264
H	31431	207	92.8	207M	denovo13890	denovo38286
H	1362	209	93.8	209M	denovo13892	denovo11222
H	3704	208	75.1	50MI96M2D60M	denovo13898	denovo13330
H	17946	210	97.6	75MD134M	denovo13894	denovo26149
H	34096	207	95.7	207M	denovo139	denovo5628
H	25754	208	91.8	29MD178M	denovo13895	denovo33176
H	10395	207	95.7	207M	denovo13896	denovo19353
H	34675	208	83.8	34MI111MI63M	denovo13904	denovo6149
H	22337	207	87.4	207M	denovo13897	denovo3010
H	31221	207	95.7	207M	denovo13899	denovo38097
H	9187	207	96.1	207M	denovo13902	denovo18266
H	37593	207	88.4	207M	denovo13900	denovo8776
H	333	207	88.4	207M	denovo1390	denovo10297
H	5602	207	95.2	9MD197M	denovo13901	denovo15039
H	6347	207	96.1	207M	denovo13903	denovo1571
H	8361	207	88.4	207M	denovo13909	denovo17522
H	7975	208	80.3	25MD182M	denovo13908	denovo17175
H	33422	207	94.2	207M	denovo13906	denovo5020
H	1909	208	99.0	195MI13M	denovo13905	denovo11715
H	10297	207	96.6	207M	denovo13907	denovo19265
H	6269	207	89.9	207M	denovo1391	denovo1564
H	37917	207	85.5	207M	denovo13912	denovo9067
H	206	207	86.0	207M	denovo13911	denovo10182
H	20362	207	93.7	207M	denovo13913	denovo28323
H	1338	207	97.6	207M	denovo13915	denovo11200
H	23403	228	97.1	D185MD22M19D	denovo13910	denovo3106
H	14585	207	91.8	207M	denovo13914	denovo23123
H	12022	207	98.1	207M	denovo13917	denovo20817
H	14422	207	98.6	207M	denovo1392	denovo22978
H	10988	208	96.6	208M	denovo13918	denovo19888
H	24681	200	93.0	93MD93MD12M9I	denovo13922	denovo3221
H	34121	211	95.7	81M2I124M6D	denovo13920	denovo5650
H	28772	207	94.2	207M	denovo13919	denovo35893
H	3819	207	94.2	207M	denovo13921	denovo13434
H	24954	228	89.9	9MD198M20D	denovo13923	denovo32456
H	17185	209	95.2	209M	denovo13927	denovo25464
H	23587	207	98.1	207M	denovo13924	denovo31225
H	24051	208	91.3	37MD170M	denovo13928	denovo31643
H	30192	207	95.2	195MI12M	denovo13925	denovo37170
H	460	207	99.0	207M5I	denovo13926	denovo10410
H	18044	208	96.6	208M	denovo13929	denovo26237
H	8949	207	87.9	207M	denovo13930	denovo18051
H	25430	207	96.6	207M	denovo1393	denovo32885
H	17029	207	94.2	207M	denovo13931	denovo25323
H	20936	207	95.2	207M	denovo13932	denovo28840
H	9182	209	95.7	209M	denovo13934	denovo18261
H	2614	207	96.6	207M	denovo13935	denovo1235
H	4938	207	96.1	9MD197M	denovo13933	denovo14441
H	22609	206	94.7	206M	denovo13936	denovo30345
H	16995	207	98.1	207M	denovo13939	denovo25293
H	25424	207	96.6	207M	denovo13937	denovo3288
H	13239	206	94.2	194MD11MI	denovo13938	denovo21912
H	9638	207	95.7	207M19I	denovo1394	denovo18672
H	4990	207	96.6	207M	denovo13940	denovo14489
H	11003	207	99.0	195MI12M	denovo13941	denovo19900
H	19691	207	96.1	207M	denovo13942	denovo2772
H	35655	207	92.8	207M	denovo13945	denovo7030
H	28460	207	93.2	207M	denovo13943	denovo35611
H	7977	205	94.1	205M	denovo13951	denovo17177
H	13513	224	92.3	207M17D	denovo13944	denovo22159
H	7320	208	96.6	129MD78M	denovo13947	denovo16586
H	4791	207	95.7	207M	denovo13946	denovo14309
H	24103	206	86.4	15MD190M	denovo13954	denovo31690
H	10652	207	89.9	207M19I	denovo13948	denovo19585
H	12825	194	94.9	83MI111M	denovo13957	denovo2154
H	30916	207	95.7	207M	denovo13949	denovo37822
H	884	207	95.2	207M	denovo1395	denovo10793
H	37763	207	94.2	207M	denovo13950	denovo8929
H	32813	207	95.7	207M	denovo13953	denovo4473
H	21866	206	96.1	76MI130M	denovo13952	denovo29678
H	23910	207	92.8	207M	denovo13955	denovo31516
H	8768	224	94.2	207M17D	denovo13956	denovo1789
H	24444	209	96.2	209M	denovo13958	denovo31998
H	34735	208	89.1	38M3I170M	denovo13965	denovo6202
H	30515	207	95.7	207M39I	denovo13959	denovo37461
H	20849	207	95.7	207M	denovo1396	denovo28762
H	7506	208	96.2	56MD151M	denovo13960	denovo16753
H	10441	207	96.6	207M	denovo13961	denovo19395
H	17316	207	96.6	207M	denovo13964	denovo25582
H	36716	220	96.6	86MI103M2I15M16D	denovo13963	denovo7987
H	26612	207	96.6	207M	denovo13966	denovo33949
H	16543	207	96.6	207M	denovo13962	denovo24887
H	20962	207	96.1	207M	denovo13971	denovo28864
H	26248	207	95.7	207M	denovo13967	denovo33620
H	24473	226	97.6	33MD173M19D	denovo13969	denovo32022
H	323	207	96.1	207M	denovo13968	denovo10288
H	1383	207	96.6	207MI	denovo1397	denovo11241
H	11937	207	96.6	207M	denovo13970	denovo20740
H	26926	207	93.2	207M	denovo13973	denovo34230
H	18054	207	96.1	207M	denovo13975	denovo26246
H	23131	225	99.0	180MD27M17D	denovo13972	denovo30815
H	20026	207	96.6	207M	denovo13974	denovo28020
H	37514	208	95.2	164MD43M	denovo13977	denovo8704
H	3464	207	96.6	207M	denovo13976	denovo13114
H	19937	207	94.2	207M17I	denovo13979	denovo27941
H	32621	209	95.2	209M	denovo13982	denovo430
H	1033	208	96.6	208M	denovo1398	denovo10927
H	24465	208	95.7	71MD136M	denovo13981	denovo32015
H	16445	202	88.6	187MD14M6I	denovo13985	denovo24799
H	21009	207	96.6	207M	denovo13980	denovo28906
H	3458	207	89.9	207M	denovo13984	denovo13109
H	8294	205	95.6	198MD6M3I	denovo13987	denovo17462
H	8676	208	93.8	33MD174M	denovo13983	denovo17806
H	2838	209	95.7	209M	denovo13989	denovo12551
H	12860	207	96.6	207M	denovo13988	denovo21571
H	4293	207	96.1	25MI159MI21M2D	denovo13986	denovo13861
H	6060	223	95.9	140MD76M6D	denovo13990	denovo15451
H	4442	230	98.1	104MD59MD6MD38M20D	denovo1399	denovo13996
H	23495	207	95.7	207M	denovo13992	denovo31142
H	21245	233	76.7	104D24MD22M3D64MD14M83I	denovo14	denovo29118
H	33131	207	95.7	207M	denovo13991	denovo476
H	26795	207	95.7	207M	denovo13994	denovo34112
H	11274	207	96.6	207M	denovo13993	denovo20143
H	4019	207	96.1	207M	denovo13995	denovo13614
H	10136	207	92.8	207M	denovo13998	denovo1912
H	6941	207	100.0	207M20I	denovo13996	denovo16244
H	12005	207	89.9	207M	denovo14002	denovo20801
H	16535	207	99.0	207M	denovo1400	denovo2488
H	17074	210	97.6	47MD162M31I	denovo13999	denovo25364
H	25691	209	98.1	209M19I	denovo140	denovo33119
H	2393	207	98.6	207M	denovo14000	denovo12150
H	33839	207	98.6	207M	denovo14001	denovo5397
H	4758	206	96.1	17MI189M19I	denovo14003	denovo1428
H	5413	209	95.7	21MD187M	denovo14004	denovo1487
H	32340	208	93.8	13MD23M3D168M	denovo1401	denovo4047
H	28625	209	93.8	209M	denovo14005	denovo35760
H	14951	207	97.1	21M2D184M19I	denovo14007	denovo23453
H	33258	207	95.7	207M	denovo14006	denovo4874
H	13975	206	95.6	206M	denovo14008	denovo22575
H	730	208	95.7	157MD50M	denovo14009	denovo10654
H	11176	229	95.2	169MD59M	denovo14014	denovo20055
H	1196	207	96.1	207M	denovo14011	denovo11073
H	25278	208	95.2	208M	denovo14012	denovo32748
H	6186	208	96.1	207MD	denovo14010	denovo15565
H	15614	227	93.8	188MD38M	denovo14013	denovo2405
H	34583	207	97.1	207M	denovo14015	denovo6066
H	26847	207	93.7	207M17I	denovo14016	denovo3416
H	15962	207	91.3	207M	denovo14017	denovo24363
H	1786	207	96.6	207M	denovo14018	denovo11604
H	38000	207	95.2	207M	denovo1402	denovo9141
H	30404	207	96.1	207M19I	denovo14019	denovo37361
H	7616	207	99.0	207M	denovo14021	denovo16852
H	32017	207	93.4	40M2I123MI28M2I16M20I	denovo14022	denovo38813
H	1581	207	96.1	207M	denovo14024	denovo1142
H	6848	225	98.1	36MI45MI88MI36M20D	denovo14020	denovo16160
H	36421	211	97.2	165MD23MD21M	denovo14023	denovo7720
H	16201	208	94.7	208M	denovo14030	denovo24579
H	18823	206	95.7	193MI13M	denovo14029	denovo26939
H	18528	208	93.8	208M19I	denovo14028	denovo26673
H	3881	202	78.3	28MD19M5I28MD125M	denovo14034	denovo13490
H	35349	216	95.2	56MI150M10D	denovo14026	denovo6756
H	38228	208	93.8	208M	denovo14025	denovo9347
H	746	207	96.1	207M	denovo14032	denovo10669
H	5901	207	96.6	207M	denovo14027	denovo15308
H	35306	208	95.2	182MD25M	denovo14035	denovo6717
H	31514	207	96.6	207M	denovo14031	denovo38360
H	3346	208	96.6	208M	denovo1403	denovo13008
H	3725	207	96.1	207M	denovo14036	denovo1335
H	28229	208	96.6	208M19I	denovo14033	denovo35403
H	1002	208	93.9	68M2I59MD52M3D12M2I13M16I	denovo14039	denovo109
H	1829	207	91.8	207M	denovo14040	denovo11643
H	2308	207	96.6	207M	denovo14038	denovo12074
H	34924	207	95.7	207M	denovo14042	denovo6373
H	9924	207	96.6	207M	denovo1404	denovo1893
H	4572	207	96.1	207M	denovo14041	denovo14111
H	30790	207	94.7	207M	denovo14044	denovo37709
H	9828	226	94.2	207M19D	denovo14046	denovo18843
H	24678	207	96.6	207M	denovo14043	denovo32207
H	29442	230	93.5	230M	denovo14053	denovo36496
H	7244	207	98.1	207M	denovo14045	denovo16517
H	36610	207	96.6	207M19I	denovo14048	denovo7891
H	17653	207	91.8	207M	denovo14047	denovo25886
H	398	209	96.6	208MD	denovo14050	denovo10355
H	13046	207	96.6	207M	denovo14049	denovo21739
H	35361	207	90.3	207M	denovo14051	denovo6767
H	19564	207	96.1	207M	denovo14056	denovo27605
H	38594	249	88.9	207M42D	denovo14061	denovo9677
H	14768	207	95.2	52MI143MI12M	denovo14054	denovo23289
H	5121	225	96.6	153MI54M18D	denovo14052	denovo14606
H	14286	207	96.2	185MI22M	denovo14057	denovo22855
H	23427	207	95.7	207M	denovo14059	denovo31081
H	269	207	99.0	207M	denovo14062	denovo10239
H	26574	208	95.2	208M	denovo14060	denovo33914
H	18805	207	96.6	207M	denovo14063	denovo26922
H	3015	207	95.2	207M	denovo14064	denovo12710
H	12165	207	96.1	207M	denovo14065	denovo20946
H	8912	207	91.3	207M	denovo14066	denovo18018
H	2830	207	92.8	207M	denovo14067	denovo12544
H	25552	207	88.4	207M	denovo14069	denovo32995
H	19482	207	94.7	207M	denovo14068	denovo27531
H	20602	209	92.8	209M	denovo14070	denovo2854
H	10750	207	95.2	207M	denovo1407	denovo19673
H	18322	207	91.3	207M	denovo14073	denovo26488
H	18609	208	97.1	208M	denovo14072	denovo26746
H	33178	207	96.6	207M	denovo14071	denovo4801
H	38720	207	89.9	207M	denovo14074	denovo9790
H	8000	207	96.6	207M	denovo14075	denovo17198
H	4473	207	83.6	207M	denovo14076	denovo14022
H	17010	207	95.2	207M	denovo14077	denovo25306
H	12912	207	92.3	207M	denovo14080	denovo21618
H	14980	227	94.7	207M20D	denovo14078	denovo2348
H	5612	207	93.2	207M19I	denovo14082	denovo15048
H	18096	218	91.7	32M4D11M3D10M4D154M	denovo14079	denovo26284
H	17721	207	97.1	207M18I	denovo1408	denovo25947
H	16259	207	96.1	207M	denovo14083	denovo24630
H	12916	207	95.7	207M	denovo14087	denovo21621
H	1117	207	95.7	207M	denovo14081	denovo11001
H	25552	207	94.7	207M	denovo14084	denovo32995
H	37513	207	96.6	207M	denovo14089	denovo8703
H	1994	207	96.2	49MI158M	denovo14086	denovo11792
H	4554	207	94.7	207M	denovo1409	denovo14096
H	12902	207	96.1	207M	denovo14088	denovo21609
H	32117	208	93.3	208M	denovo14092	denovo38903
H	17677	205	95.6	151MI54M	denovo14091	denovo25907
H	2163	207	99.0	207M	denovo14093	denovo11944
H	564	207	94.7	207M	denovo14094	denovo10504
H	20869	207	95.7	207M	denovo14096	denovo28780
H	2365	207	96.1	207M	denovo14095	denovo12125
H	22265	207	96.6	207M	denovo14097	denovo30035
H	21460	207	96.6	207M	denovo141	denovo29311
H	11992	230	95.2	217MI13M	denovo14104	denovo20790
H	1934	207	96.1	207M	denovo14098	denovo11738
H	12722	207	96.1	207MI	denovo14099	denovo21447
H	37265	207	85.5	207M	denovo1410	denovo8480
H	25843	210	99.5	105MD104M	denovo14100	denovo33256
H	34822	218	84.1	25MD40MI27MI106M19D	denovo14109	denovo6281
H	15124	207	92.3	207MI	denovo14102	denovo23609
H	9148	225	97.1	2I172MD33M19D	denovo14101	denovo18230
H	8511	208	94.7	208M	denovo1411	denovo17658
H	31986	210	95.7	49MD8M2D150M17I	denovo14105	denovo38786
H	31636	206	90.3	68MI138M	denovo14108	denovo38470
H	33890	207	99.5	207M	denovo14103	denovo5442
H	26118	207	97.6	207M	denovo14106	denovo33503
H	35175	206	96.6	29MD176M2I	denovo14110	denovo66
H	23373	207	96.6	207M	denovo14111	denovo31032
H	29664	222	95.7	29MD160M2I15M17D	denovo14116	denovo36696
H	22198	207	93.2	207M	denovo14115	denovo29977
H	27143	207	96.1	207M	denovo14112	denovo34426
H	19219	207	94.7	207M	denovo14113	denovo27295
H	27269	207	95.2	207M	denovo14114	denovo3454
H	2393	207	98.6	207M	denovo14117	denovo12150
H	35086	207	96.6	207M	denovo14118	denovo6519
H	34982	227	95.2	89MD118M19D	denovo14122	denovo6425
H	3703	208	97.6	207MD	denovo14119	denovo1333
H	29158	207	96.6	207M	denovo1412	denovo3624
H	23129	207	91.8	207M	denovo14120	denovo30813
H	7681	207	92.8	207M	denovo14121	denovo16910
H	30579	207	94.7	155MD51M	denovo14123	denovo37519
H	36742	207	94.7	207M	denovo14125	denovo8009
H	26015	206	96.1	155MI51M	denovo14124	denovo33410
H	5817	207	96.6	207M	denovo14129	denovo15232
H	17589	209	95.2	209M	denovo14127	denovo25828
H	5021	226	99.5	208M18D	denovo14126	denovo14516
H	29260	207	94.7	207M	denovo14128	denovo36331
H	33546	207	97.1	207M	denovo1413	denovo5132
H	16197	207	95.2	207M	denovo14131	denovo24575
H	11353	207	93.7	207M19I	denovo14130	denovo20214
H	26681	207	96.1	207M	denovo14134	denovo3401
H	4413	207	96.6	207M	denovo14132	denovo1397
H	10571	207	98.1	152MI6M2D47M18I	denovo14135	denovo19511
H	26477	207	90.3	207M	denovo14133	denovo33827
H	9373	207	97.6	32MD174M	denovo14137	denovo18433
H	4134	223	94.7	8MD160MI26MI11M17D	denovo14136	denovo13718
H	7675	207	96.6	207M	denovo14141	denovo16905
H	8886	224	96.6	207M17D	denovo14139	denovo17996
H	16069	207	84.1	207M	denovo14142	denovo2446
H	29528	207	96.6	207M	denovo14140	denovo36573
H	37765	206	89.0	33MI18M2I20MI135M	denovo1414	denovo8930
H	16004	261	94.6	23MD114MD14MI17M2I5M2I11MI10M65D	denovo14143	denovo24400
H	15386	207	91.3	207M19I	denovo14144	denovo23845
H	5568	205	96.1	91MD49MD48M2D13M6I	denovo14148	denovo15008
H	3387	209	96.7	209M	denovo14147	denovo13045
H	28168	207	94.7	207M	denovo14146	denovo35349
H	26445	225	97.1	159MI47M19D	denovo14145	denovo33799
H	982	206	92.8	34MI172M	denovo1415	denovo10881
H	37571	224	91.8	207M17D	denovo14152	denovo8756
H	2320	207	94.2	207M19I	denovo14151	denovo12085
H	5615	207	96.6	207M	denovo14153	denovo15050
H	35893	206	82.6	9MI197M	denovo14158	denovo7245
H	5848	207	96.6	207M	denovo14155	denovo15260
H	10164	209	97.1	209M	denovo14156	denovo19145
H	24652	207	99.5	207M	denovo1416	denovo32184
H	10392	207	93.8	185MI22M	denovo14157	denovo19350
H	32113	207	94.7	195MI12M	denovo14154	denovo3890
H	5675	207	90.8	207M	denovo14159	denovo15104
H	1366	208	94.7	208M20I	denovo14160	denovo11226
H	8613	208	96.6	208M	denovo14161	denovo1775
H	31708	209	95.2	209M	denovo14165	denovo38535
H	21014	207	96.6	207M	denovo14164	denovo28910
H	31558	207	88.4	207M	denovo14162	denovo3840
H	21719	207	89.4	207M19I	denovo14163	denovo29545
H	11694	207	95.2	207M17I	denovo14166	denovo20521
H	36890	207	94.7	207M	denovo14170	denovo8142
H	1407	207	98.6	207M	denovo14168	denovo11263
H	3753	207	96.1	207M	denovo14167	denovo13375
H	34932	207	96.6	207M	denovo1417	denovo6380
H	25079	207	96.1	207M	denovo14169	denovo32569
H	3359	207	96.6	207M	denovo14175	denovo1302
H	7030	207	97.1	207M18I	denovo14176	denovo16324
H	25038	207	95.7	207M	denovo14172	denovo32531
H	7429	207	94.2	33MI174MI	denovo14177	denovo16684
H	26824	207	93.2	207M	denovo14173	denovo34139
H	3314	226	95.2	207M19D	denovo14174	denovo12980
H	21226	207	91.3	207M	denovo14178	denovo29100
H	13082	207	95.2	207M	denovo14181	denovo21771
H	10020	207	94.7	207M19I	denovo14179	denovo19015
H	4943	206	96.6	206M	denovo1418	denovo14446
H	15357	207	96.6	207M	denovo14180	denovo23819
H	10220	207	89.9	207M	denovo14183	denovo19196
H	5969	207	94.2	207M	denovo14182	denovo1537
H	150	208	97.6	203MD4M	denovo14184	denovo10131
H	606	207	95.7	207M	denovo14187	denovo10542
H	13590	207	90.3	207M	denovo14185	denovo22228
H	15374	207	96.6	207M	denovo14186	denovo23834
H	3193	206	99.0	206M	denovo14189	denovo12871
H	12661	207	98.6	207M	denovo14191	denovo21392
H	10854	207	94.7	207M	denovo14190	denovo19767
H	2594	207	96.1	207M	denovo1419	denovo12331
H	10330	207	95.7	207M	denovo14193	denovo19295
H	12225	206	91.3	206M	denovo14194	denovo210
H	4068	207	96.6	207M	denovo14192	denovo13659
H	3366	207	93.2	207M	denovo14195	denovo13026
H	29319	207	96.6	207M17I	denovo14198	denovo36385
H	3463	207	95.2	207M	denovo14196	denovo13113
H	8032	208	95.7	208M	denovo14199	denovo17226
H	5568	223	96.1	58MI148M17D	denovo14197	denovo15008
H	1359	224	96.6	23MI184M17D	denovo14202	denovo1122
H	34746	207	96.6	207M	denovo142	denovo6212
H	3596	207	95.2	207M	denovo14201	denovo13233
H	23828	208	88.1	189MI7MI12M20I	denovo14209	denovo31442
H	30019	207	95.7	207M	denovo1420	denovo37014
H	8098	207	99.0	207M	denovo14200	denovo17286
H	10181	207	91.8	74MI133M	denovo14208	denovo19160
H	1790	207	87.0	207M	denovo14203	denovo11608
H	3044	207	95.2	207M	denovo14204	denovo12737
H	5272	224	96.1	207M17D	denovo14205	denovo14742
H	26059	207	95.7	207M	denovo14211	denovo33450
H	4294	207	96.1	207M	denovo14207	denovo13862
H	16460	207	96.1	207M	denovo1421	denovo24811
H	24381	207	93.7	207M	denovo14210	denovo31940
H	13045	207	89.9	207M	denovo14214	denovo21738
H	2587	207	92.3	207M	denovo14212	denovo12325
H	28998	207	95.2	207M	denovo14216	denovo36096
H	27961	207	96.6	207M	denovo14213	denovo35162
H	33149	206	84.5	206M	denovo14218	denovo4776
H	2605	208	95.2	208M	denovo14215	denovo12341
H	37498	207	96.6	207M	denovo14217	denovo8690
H	15327	204	79.0	13MD31MD101MI57M	denovo14221	denovo23792
H	12091	226	94.2	207M19D	denovo14219	denovo2088
H	36381	224	93.2	207M17D	denovo14220	denovo7685
H	4077	208	96.2	32MD175M	denovo14222	denovo13667
H	25053	207	94.2	207M	denovo1422	denovo32545
H	15337	207	93.7	207M	denovo14224	denovo23800
H	26237	207	97.1	207M	denovo14225	denovo33610
H	3790	207	96.6	207M	denovo14226	denovo13408
H	28731	207	89.9	207M	denovo14227	denovo35856
H	31386	207	91.8	207M	denovo14228	denovo38245
H	16492	207	88.9	207M	denovo14231	denovo24840
H	17596	207	93.7	207M	denovo14229	denovo25834
H	15160	207	93.7	168MD38M	denovo1423	denovo23641
H	22776	207	89.9	207M	denovo14232	denovo30496
H	23113	207	95.7	207M	denovo14233	denovo308
H	8311	208	96.6	208M	denovo14235	denovo17478
H	19487	207	96.1	207M	denovo14234	denovo27536
H	160	207	96.6	207M	denovo14236	denovo10140
H	29685	207	91.8	207M	denovo1424	denovo36714
H	9083	238	95.4	179MD58M	denovo14244	denovo18172
H	7188	206	94.2	34MI172M19I	denovo14238	denovo16467
H	15457	223	90.8	207M16D	denovo14237	denovo23909
H	38388	285	96.4	242MI9M34D	denovo14247	denovo9491
H	10766	207	99.0	207M	denovo14239	denovo19688
H	34973	208	94.7	208M	denovo14243	denovo6417
H	17721	207	95.2	207M18I	denovo14240	denovo25947
H	22560	207	94.2	207M	denovo14242	denovo30300
H	17997	207	96.6	207M	denovo14241	denovo26195
H	16786	207	96.1	184MD22M	denovo14245	denovo25104
H	20845	207	93.7	207M	denovo14246	denovo28759
H	6434	207	95.2	207M	denovo1425	denovo15789
H	7677	205	93.3	79MI11M2D11M2I63MI39M	denovo14248	denovo16907
H	345	207	96.1	207M	denovo14249	denovo10307
H	20627	207	95.2	207M	denovo14254	denovo28562
H	35440	208	81.2	188MD19M	denovo14253	denovo6838
H	21635	207	97.6	207M	denovo14251	denovo2947
H	6121	207	96.2	195MI12M12I	denovo14250	denovo15506
H	2789	207	93.2	207M	denovo14252	denovo12507
H	3857	208	95.7	208M	denovo14255	denovo13469
H	38099	208	94.7	208M	denovo14259	denovo9230
H	8993	207	96.6	207M	denovo14256	denovo18091
H	7702	206	94.8	72MD19M2I72MD12M2I29M17I	denovo14258	denovo1693
H	9557	228	90.0	102MD48MD45MI12M19D	denovo14257	denovo186
H	15519	207	94.7	207M	denovo14262	denovo23965
H	15863	207	93.8	168MI39M	denovo14261	denovo24274
H	20808	207	96.1	207M	denovo14260	denovo28725
H	29749	207	96.7	140I61M146D	denovo1426	denovo36772
H	35517	209	90.9	75MD133M	denovo14264	denovo6907
H	2256	207	96.6	207M	denovo14267	denovo12027
H	20940	224	94.2	207M17D	denovo14265	denovo28844
H	12672	207	96.6	207M	denovo14268	denovo21401
H	17091	271	82.5	106M21D102M42D	denovo14266	denovo2538
H	35929	207	99.5	207M	denovo1427	denovo7278
H	22034	207	96.7	188MI7MI12M19I	denovo14269	denovo29829
H	34911	207	96.6	207M	denovo14271	denovo6361
H	10830	207	93.7	207M	denovo14270	denovo19745
H	12168	207	98.6	207M	denovo14272	denovo20949
H	32635	207	96.1	207M	denovo14277	denovo4312
H	14278	207	95.7	207M	denovo14280	denovo22848
H	4839	207	95.7	207M	denovo14273	denovo14352
H	26678	206	96.6	174MI32M	denovo14275	denovo34007
H	26573	207	97.1	207M	denovo14274	denovo33913
H	17669	207	95.2	207M	denovo14279	denovo2590
H	8413	207	93.7	207M	denovo14278	denovo1757
H	19439	224	96.1	207M17D	denovo14276	denovo27493
H	1945	207	94.7	207M	denovo14287	denovo11748
H	4963	207	88.4	207M	denovo14281	denovo14464
H	4452	226	96.1	17MD189M19D	denovo1428	denovo14003
H	34084	207	98.1	207M	denovo14286	denovo5617
H	30192	204	94.7	89M3I103MI12M	denovo14282	denovo37170
H	37734	206	92.8	9MI197M	denovo14284	denovo8902
H	24705	208	96.6	208M	denovo14285	denovo32231
H	14985	207	94.7	207M	denovo14288	denovo23484
H	38835	207	93.7	207M	denovo14283	denovo9894
H	2915	207	90.8	207M	denovo14289	denovo12620
H	20063	207	88.9	207M	denovo1429	denovo28054
H	7767	207	87.4	207M	denovo14290	denovo16989
H	20820	207	98.1	207M	denovo14293	denovo28736
H	26384	207	89.4	207M	denovo14292	denovo33743
H	1666	206	94.7	163MI43M	denovo14296	denovo11497
